x0,x1,x2,d1
1,-1.5956989247311826,1.3662337662337665,0
1,-1.561290322580645,1.5844155844155843,0
1,-1.329032258064516,1.6363636363636367,0
1,-1.3032258064516127,1.6467532467532466,0
1,-1.1655913978494623,1.3974025974025976,0
1,-1.346236559139785,1.407792207792208,0
1,-1.4408602150537633,1.2000000000000002,0
1,-1.3978494623655913,0.8675324675324676,0
1,-1.2172043010752687,1.1896103896103898,0
1,-1.1225806451612903,1.355844155844156,0
1,1.2688172043010755,1.5324675324675328,0
1,1.260215053763441,1.6779220779220783,0
1,1.5526881720430112,1.7298701298701298,0
1,1.7591397849462367,1.4389610389610388,0
1,1.7247311827956993,1.4181818181818184,0
1,1.389247311827957,1.5532467532467535,0
1,1.432258064516129,1.1376623376623378,0
1,1.6387096774193552,1.1272727272727274,0
1,1.3548387096774195,1.3974025974025976,0
1,1.3376344086021508,1.220779220779221,0
1,1.4666666666666672,-0.9714285714285711,0
1,1.70752688172043,-1.231168831168831,0
1,1.6559139784946235,-1.4597402597402596,0
1,1.3720430107526886,-1.5636363636363635,0
1,1.2860215053763442,-1.2103896103896101,0
1,1.0881720430107529,-1.4285714285714284,0
1,1.2774193548387096,-1.6779220779220778,0
1,1.4236559139784943,-1.2519480519480517,0
1,1.4666666666666672,-1.231168831168831,0
1,-1.8967741935483868,-1.4597402597402596,0
1,-1.6215053763440859,-1.3454545454545452,0
1,-1.475268817204301,-1.179220779220779,0
1,-1.4580645161290322,-1.1688311688311686,0
1,-1.5268817204301075,-0.9506493506493503,0
1,-1.7247311827956988,-1.3246753246753245,0
1,-1.41505376344086,-1.4805194805194803,0
1,-1.225806451612903,-1.2519480519480517,0
1,-1.243010752688172,-1.1584415584415582,0
1,-1.3204301075268816,-0.9506493506493503,0
1,-1.053763440860215,-1.023376623376623,0
1,-1.1053763440860214,-1.522077922077922,0
1,-1.1053763440860214,-1.522077922077922,0
1,-1.3806451612903226,-1.3766233766233764,0
1,-1.3806451612903226,-1.3766233766233764,0
1,-1.518279569892473,-1.7506493506493503,0
1,-0.08172043010752672,0.015584415584415812,1
1,-0.07311827956989214,0.22337662337662367,1
1,0.1763440860215053,0.09870129870129896,1
1,0.047311827956989294,-0.2857142857142856,1
1,-0.3311827956989246,0.005194805194805419,1
1,-0.4516129032258065,-0.2753246753246752,1
1,-0.4516129032258065,-0.2753246753246752,1
1,-0.25376344086021474,-0.3896103896103895,1
1,-0.047311827956989294,-0.31688311688311677,1
1,0.10752688172043046,0.015584415584415812,1
1,0.26236559139784976,0.057142857142857384,1
1,0.2537634408602152,0.337662337662338,1
1,-0.021505376344086002,0.26493506493506525,1
1,-0.3139784946236559,0.3272727272727276,1
1,-0.2709677419354839,-0.06753246753246733,1
1,-0.0903225806451613,-0.1298701298701297,1
1,0.1849462365591399,-0.1090909090909089,1
1,0.2279569892473119,-0.18181818181818166,1
1,0.3139784946236559,-0.1298701298701297,1
1,0.21075268817204318,-0.34805194805194795,1
1,-0.1763440860215053,-0.21298701298701284,1
1,-0.004301075268817289,-0.5038961038961038,1
