x0,x1,x2,d1
1,-0.14193548387096744,0.057142857142857384,0
1,-0.12473118279569873,0.26493506493506525,0
1,0.021505376344086002,0.2961038961038964,0
1,0.2709677419354839,0.11948051948051974,0
1,0.15053763440860246,-0.15064935064935048,0
1,-0.021505376344086002,-0.20259740259740244,0
1,-0.23655913978494603,-0.036363636363636154,0
1,-0.32258064516129004,0.14025974025974053,0
1,-0.004301075268817289,0.015584415584415812,0
1,-0.004301075268817289,0.08831168831168856,0
1,0.11612903225806459,0.09870129870129896,0
1,-1.2602150537634407,0.3584415584415588,1
1,-1.2946236559139783,0.576623376623377,1
1,-1.1139784946236557,1.0857142857142859,1
1,-0.7096774193548385,1.324675324675325,1
1,-0.10752688172043001,1.5012987012987011,1
1,0.3827956989247312,1.4701298701298704,1
1,0.8301075268817204,1.324675324675325,1
1,1.1311827956989249,1.0545454545454547,1
1,1.2258064516129035,0.7012987012987018,1
1,1.3548387096774195,0.3168831168831172,1
1,1.3290322580645162,-0.06753246753246733,1
1,1.2774193548387096,-0.4415584415584415,1
1,1.1139784946236562,-0.7428571428571427,1
1,0.9075268817204303,-1.0441558441558438,1
1,0.7354838709677423,-1.127272727272727,1
1,0.7354838709677423,-1.127272727272727,1
1,0.7268817204301077,-1.127272727272727,1
1,0.33118279569892506,-1.179220779220779,1
1,-0.16774193548387073,-1.2831168831168829,1
1,-0.7010752688172042,-1.1688311688311686,1
1,-0.9075268817204301,-0.8259740259740258,1
1,-1.139784946236559,-0.49350649350649345,1
1,-1.2344086021505376,-0.1194805194805193,1
1,-1.2344086021505376,0.06753246753246778,1
