x0,x1,x2,d1
1,1.1225806451612903,1.1376623376623378,0
1,1.053763440860215,1.1792207792207794,0
1,0.9935483870967743,1.0337662337662339,0
1,0.8989247311827957,1.1584415584415586,0
1,1.1397849462365595,0.7324675324675329,0
1,1.3548387096774195,0.877922077922078,0
1,1.2688172043010755,1.3142857142857145,0
1,0.5548387096774197,1.1376623376623378,0
1,0.7010752688172044,0.7324675324675329,0
1,1.0365591397849463,0.7220779220779225,0
1,0.9161290322580649,0.9818181818181819,0
1,1.0881720430107529,0.22337662337662367,0
1,1.363440860215054,0.6701298701298706,0
1,1.010752688172043,1.0545454545454547,0
1,0.7870967741935484,0.7636363636363637,0
1,0.9075268817204303,0.7844155844155845,0
1,0.967741935483871,0.4935064935064939,0
1,0.1333333333333333,-0.5246753246753246,1
1,-0.43440860215053734,-0.015584415584415368,1
1,-0.2021505376344086,0.28571428571428603,1
1,0.14193548387096788,-0.08831168831168812,1
1,0.1763440860215053,-0.31688311688311677,1
1,-0.6064516129032258,-0.02597402597402576,1
1,-0.8473118279569891,0.7324675324675329,1
1,-0.3397849462365592,-0.35844155844155834,1
1,-0.09892473118279543,-0.6909090909090907,1
1,-0.3827956989247312,0.11948051948051974,1
1,0.06451612903225801,-0.4519480519480519,1
1,-0.6666666666666665,0.4727272727272731,1
1,-1.0193548387096774,1.2415584415584417,1
1,-1.0193548387096774,1.2415584415584417,1
1,-0.6236559139784945,0.7324675324675329,1
1,-0.7440860215053762,0.5246753246753251,1
1,-1.053763440860215,1.0233766233766235,1
1,-0.3999999999999999,0.9714285714285715,1
1,-1.053763440860215,-0.02597402597402576,1
1,0.15053763440860246,-0.47272727272727266,1
1,1.0451612903225809,-1.262337662337662,1
1,0.623655913978495,-0.6077922077922076,1
1,0.6064516129032258,-0.9298701298701295,1
1,1.6731182795698927,-1.553246753246753,1
1,1.6731182795698927,-1.553246753246753,1
1,-1.7849462365591395,-1.0025974025974023,0
1,-1.7677419354838708,-0.9818181818181815,0
1,-1.8279569892473115,-1.47012987012987,0
1,-1.5010752688172042,-1.4077922077922076,0
1,-1.5698924731182795,-0.9922077922077919,0
1,-1.7247311827956988,-1.3038961038961037,0
1,-1.5010752688172042,-1.4597402597402596,0
1,-1.41505376344086,-1.127272727272727,0
1,-1.182795698924731,-1.262337662337662,0
1,-1.5096774193548386,-1.231168831168831,0
1,-1.5010752688172042,-1.3558441558441556,0
1,-1.6387096774193548,-1.5116883116883115,0
1,-1.2602150537634407,-1.709090909090909,0
1,-1.2602150537634407,-1.5324675324675323,0
1,-1.2946236559139783,-1.4493506493506492,0
